date,temple_id,year,day_of_week,is_weekend,month,day_of_year,festival_flag,festival_weight,festival_tier,is_extraordinary,is_school_holiday,is_pournami,is_pradosham,cross_temple_effect,google_trends,parking_count,annadhanam_count,prasadam_volume,mobile_congestion,tnstc_bus_ratio,weather_score,temple_base,temple_fest_mult,highway_boost,ticket_count,undercount_ratio,true_footfall
2022-01-05,3,2022,2,0,1,5,0,0.0,1,0,0,0,0,0.0,33.98,2085,3099,4875,63.96,1.0,8.5,10000,3.8,1.2,6712,0.7026,9554
2022-01-05,4,2022,2,0,1,5,0,0.0,1,0,0,0,0,0.0,37.97,2829,4778,6234,63.36,1.0,7.78,12000,4.5,1.12,8489,0.7066,12014
2022-01-05,5,2022,2,0,1,5,0,0.0,1,0,0,0,0,0.0,42.58,1977,2597,4742,61.13,1.0,8.37,9000,3.9,1.1,6013,0.7298,8239
2022-01-06,1,2022,3,0,1,6,0,0.0,1,0,0,0,0,0.0,39.24,3465,6070,10091,66.78,1.0,9.42,15000,4.2,1.15,11316,0.6787,16673
2022-01-06,2,2022,3,0,1,6,0,0.0,1,0,0,0,0,0.0,45.72,1800,3229,4008,64.4,1.0,7.79,8000,3.5,1.08,5559,0.7144,7782
2022-01-06,3,2022,3,0,1,6,0,0.0,1,0,0,0,0,0.0,47.41,2547,4311,6623,66.14,1.0,9.49,10000,3.8,1.2,7964,0.7437,10709
2022-01-06,4,2022,3,0,1,6,0,0.0,1,0,0,0,0,0.0,50.42,2378,3894,6282,57.66,1.0,6.79,12000,4.5,1.12,8927,0.7594,11756
2022-01-06,5,2022,3,0,1,6,0,0.0,1,0,0,0,0,0.0,28.96,1992,3849,4948,71.33,1.0,8.26,9000,3.9,1.1,6764,0.6847,9880
2022-01-07,1,2022,4,0,1,7,0,0.0,1,0,0,0,0,0.0,39.5,4657,7276,12474,79.06,1.0,9.18,15000,4.2,1.15,16290,0.703,23173
2022-01-07,2,2022,4,0,1,7,0,0.0,1,0,0,0,0,0.0,41.93,2592,3742,5981,72.21,1.0,8.24,8000,3.5,1.08,8965,0.7788,11512
2022-01-07,3,2022,4,0,1,7,0,0.0,1,0,0,0,0,0.0,48.04,2713,4932,7068,69.21,1.0,7.83,10000,3.8,1.2,9591,0.7122,13468
2022-01-07,4,2022,4,0,1,7,0,0.0,1,0,0,0,0,0.0,33.12,3855,5674,10743,76.78,1.0,8.87,12000,4.5,1.12,13882,0.7675,18088
2022-01-07,5,2022,4,0,1,7,0,0.0,1,0,0,0,0,0.0,40.48,2699,4188,7008,77.36,1.0,6.85,9000,3.9,1.1,7716,0.6763,11410
2022-01-08,1,2022,5,1,1,8,0,0.0,1,0,0,0,0,0.0,50.48,5886,8628,14804,89.04,1.15,8.41,15000,4.2,1.15,20718,0.741,27961
2022-01-08,2,2022,5,1,1,8,0,0.0,1,0,0,0,0,0.0,36.79,3745,6945,8421,87.69,1.15,8.31,8000,3.5,1.08,11698,0.698,16760
2022-01-08,3,2022,5,1,1,8,0,0.0,1,0,0,0,0,0.0,45.12,3847,7435,10259,88.58,1.15,7.65,10000,3.8,1.2,14802,0.7783,19019
2022-01-08,4,2022,5,1,1,8,0,0.0,1,0,0,0,0,0.0,48.02,5413,7717,14186,88.22,1.15,8.58,12000,4.5,1.12,16795,0.6953,24156
2022-01-08,5,2022,5,1,1,8,0,0.0,1,0,0,0,0,0.0,42.08,3528,6295,10303,89.05,1.15,7.55,9000,3.9,1.1,12254,0.7208,17001
2022-01-09,1,2022,6,1,1,9,0,0.0,1,0,0,0,0,0.0,52.63,5857,8684,17479,84.52,1.15,8.39,15000,4.2,1.15,21823,0.7542,28937
2022-01-09,2,2022,6,1,1,9,0,0.0,1,0,0,0,0,0.0,48.53,3283,6526,9348,95.54,1.15,7.51,8000,3.5,1.08,12510,0.77,16247
2022-01-09,3,2022,6,1,1,9,0,0.0,1,0,0,0,0,0.0,47.02,4915,9305,12947,93.83,1.15,9.56,10000,3.8,1.2,15579,0.6921,22509
2022-01-09,4,2022,6,1,1,9,0,0.0,1,0,0,0,0,0.0,45.91,6281,8184,14015,87.85,1.15,9.62,12000,4.5,1.12,19451,0.7238,26876
2022-01-09,5,2022,6,1,1,9,0,0.0,1,0,0,0,0,0.0,48.24,3574,5858,9056,87.71,1.15,8.02,9000,3.9,1.1,11659,0.6907,16881
2022-01-10,1,2022,0,0,1,10,0,0.0,1,0,0,0,0,0.0,42.36,3863,5739,9353,64.88,1.0,9.79,15000,4.2,1.15,13329,0.7786,17119
2022-01-10,2,2022,0,0,1,10,0,0.0,1,0,0,0,0,0.0,38.37,1790,2738,4987,62.39,1.0,7.66,8000,3.5,1.08,5470,0.6712,8150
2022-01-10,3,2022,0,0,1,10,0,0.0,1,0,0,0,0,0.0,38.68,2398,3173,5538,67.72,1.0,9.54,10000,3.8,1.2,7147,0.7007,10201
2022-01-10,4,2022,0,0,1,10,0,0.0,1,0,0,0,0,0.0,47.65,2817,4264,7479,65.79,1.0,7.96,12000,4.5,1.12,8544,0.7076,12076
2022-01-10,5,2022,0,0,1,10,0,0.0,1,0,0,0,0,0.0,40.81,2120,3116,5488,65.76,1.0,8.01,9000,3.9,1.1,6280,0.6901,9101
2022-01-11,1,2022,1,0,1,11,0,0.0,1,0,0,0,0,0.0,48.88,3031,4291,7236,61.13,1.0,7.65,15000,4.2,1.15,10429,0.7712,13524
2022-01-11,2,2022,1,0,1,11,0,0.0,1,0,0,0,0,0.0,49.2,1658,2745,3812,69.77,1.0,7.2,8000,3.5,1.08,5098,0.6875,7416
2022-01-11,3,2022,1,0,1,11,0,0.0,1,0,0,0,0,0.0,43.76,2184,3240,5156,57.92,1.0,8.42,10000,3.8,1.2,7011,0.7385,9493
2022-01-11,4,2022,1,0,1,11,0,0.0,1,0,0,0,0,0.0,55.31,2910,3889,6513,69.72,1.0,8.9,12000,4.5,1.12,8646,0.6946,12448
2022-01-11,5,2022,1,0,1,11,0,0.0,1,0,0,0,0,0.0,44.02,1907,3661,5478,71.17,1.0,9.36,9000,3.9,1.1,6408,0.699,9168
2022-01-12,1,2022,2,0,1,12,0,0.0,1,0,0,0,0,0.0,33.66,3260,4903,8330,68.94,1.0,7.5,15000,4.2,1.15,10034,0.6928,14484
2022-01-12,2,2022,2,0,1,12,0,0.0,1,0,0,0,0,0.0,39.9,2119,3074,5444,72.02,1.0,8.48,8000,3.5,1.08,6471,0.7048,9183
2022-01-12,3,2022,2,0,1,12,0,0.0,1,0,0,0,0,0.0,49.55,2178,4232,5954,68.53,1.0,7.56,10000,3.8,1.2,7916,0.7704,10276
2022-01-12,4,2022,2,0,1,12,0,0.0,1,0,0,0,0,0.0,48.14,2697,5067,6161,63.86,1.0,9.5,12000,4.5,1.12,8304,0.6834,12152
2022-01-12,5,2022,2,0,1,12,0,0.0,1,0,0,0,0,0.0,49.95,2201,3289,5666,63.5,1.0,9.46,9000,3.9,1.1,6308,0.684,9223
2022-01-13,1,2022,3,0,1,13,0,0.0,1,0,0,0,1,0.0,53.31,3925,6978,8780,65.63,1.0,8.56,15000,4.2,1.15,11733,0.6917,16963
2022-01-13,2,2022,3,0,1,13,0,0.0,1,0,0,0,1,0.0,47.79,1811,3500,5171,62.94,1.0,9.26,8000,3.5,1.08,5840,0.658,8876
2022-01-13,3,2022,3,0,1,13,0,0.0,1,0,0,0,1,0.0,40.22,2555,4430,6620,64.66,1.0,7.85,10000,3.8,1.2,8810,0.774,11384
2022-01-13,4,2022,3,0,1,13,0,0.0,1,0,0,0,1,0.0,41.99,3101,4405,8184,64.95,1.0,8.38,12000,4.5,1.12,9271,0.6535,14186
2022-01-13,5,2022,3,0,1,13,0,0.0,1,0,0,0,1,0.0,33.4,2316,4208,5641,66.48,1.0,8.1,9000,3.9,1.1,8481,0.7723,10983
2022-01-14,1,2022,4,0,1,14,1,1.0,3,0,0,1,1,0.0,100.0,17367,40151,52499,100.0,1.45,7.61,15000,4.2,1.15,16299,0.2,81496
2022-01-14,2,2022,4,0,1,14,1,1.0,3,0,0,1,1,0.0,100.0,9098,14349,28986,100.0,1.45,9.21,8000,3.5,1.08,12771,0.2957,43188
2022-01-14,3,2022,4,0,1,14,1,1.0,3,0,0,1,1,0.0,98.78,11576,24024,34835,100.0,1.45,8.67,10000,3.8,1.2,14796,0.2928,50538
2022-01-14,4,2022,4,0,1,14,1,1.0,3,0,0,1,1,0.0,100.0,18886,47813,44853,100.0,1.45,9.48,12000,4.5,1.12,16082,0.2,80411
2022-01-14,5,2022,4,0,1,14,1,1.0,3,0,0,1,1,0.0,95.95,11838,22621,28694,100.0,1.45,10.0,9000,3.9,1.1,14525,0.254,57181
2022-01-15,1,2022,5,1,1,15,1,0.75,2,0,0,1,0,0.0,84.54,28597,66550,76992,100.0,1.38,8.84,15000,4.2,1.15,33919,0.2695,125863
2022-01-15,2,2022,5,1,1,15,1,0.75,2,0,0,1,0,0.0,87.48,11535,17467,30500,100.0,1.38,7.17,8000,3.5,1.08,10417,0.2,52087
2022-01-15,3,2022,5,1,1,15,1,0.75,2,0,0,1,0,0.0,86.69,15364,32707,45976,100.0,1.38,8.12,10000,3.8,1.2,18886,0.2519,74987
2022-01-15,4,2022,5,1,1,15,1,0.75,2,0,0,1,0,0.0,84.07,25898,38593,73464,100.0,1.38,9.11,12000,4.5,1.12,31544,0.2874,109767
2022-01-15,5,2022,5,1,1,15,1,0.75,2,0,0,1,0,0.0,86.45,16044,24067,44688,100.0,1.38,8.67,9000,3.9,1.1,19387,0.2488,77913
2022-01-16,1,2022,6,1,1,16,1,0.65,2,0,0,0,0,0.0,86.48,22103,49911,53510,100.0,1.38,8.62,15000,4.2,1.15,30062,0.3103,96867
2022-01-16,2,2022,6,1,1,16,1,0.65,2,0,0,0,0,0.0,81.42,10513,21053,27376,100.0,1.38,8.88,8000,3.5,1.08,10137,0.2196,46170
2022-01-16,3,2022,6,1,1,16,1,0.65,2,0,0,0,0,0.0,80.17,12117,27626,36847,100.0,1.38,8.62,10000,3.8,1.2,20474,0.3485,58745
2022-01-16,4,2022,6,1,1,16,1,0.65,2,0,0,0,0,0.0,75.86,16627,30830,42321,100.0,1.38,7.95,12000,4.5,1.12,28463,0.3438,82782
2022-01-16,5,2022,6,1,1,16,1,0.65,2,0,0,0,0,0.0,82.31,10770,15372,30796,100.0,1.38,9.23,9000,3.9,1.1,17428,0.3417,51007
2022-01-17,1,2022,0,0,1,17,0,0.0,1,0,0,0,0,0.0,49.22,3292,5067,8308,73.02,1.0,9.08,15000,4.2,1.15,11764,0.7391,15918
2022-01-17,2,2022,0,0,1,17,0,0.0,1,0,0,0,0,0.0,45.21,1748,3106,5207,66.06,1.0,8.3,8000,3.5,1.08,6052,0.6965,8690
2022-01-17,3,2022,0,0,1,17,0,0.0,1,0,0,0,0,0.0,44.15,2494,4232,6192,65.32,1.0,9.0,10000,3.8,1.2,8080,0.7215,11199
2022-01-17,4,2022,0,0,1,17,0,0.0,1,0,0,0,0,0.0,51.63,2940,5048,6273,66.56,1.0,8.18,12000,4.5,1.12,8308,0.6645,12504
2022-01-17,5,2022,0,0,1,17,0,0.0,1,0,0,0,0,0.0,34.46,1925,3549,4691,62.05,1.0,7.99,9000,3.9,1.1,6207,0.6669,9308
2022-01-18,1,2022,1,0,1,18,0,0.0,1,0,0,0,0,0.0,54.96,3500,5435,7974,65.71,1.0,8.83,15000,4.2,1.15,9963,0.6636,15014
2022-01-18,2,2022,1,0,1,18,0,0.0,1,0,0,0,0,0.0,49.59,1892,2653,4956,63.59,1.0,8.82,8000,3.5,1.08,5886,0.734,8020
2022-01-18,3,2022,1,0,1,18,0,0.0,1,0,0,0,0,0.0,39.57,2049,2941,4916,63.12,1.0,7.99,10000,3.8,1.2,6428,0.6843,9394
2022-01-18,4,2022,1,0,1,18,0,0.0,1,0,0,0,0,0.0,50.72,2582,3538,6401,65.89,1.0,9.26,12000,4.5,1.12,8792,0.7578,11603
2022-01-18,5,2022,1,0,1,18,0,0.0,1,0,0,0,0,0.0,45.81,2076,3110,5288,68.5,1.0,8.12,9000,3.9,1.1,6048,0.6757,8951
2022-01-19,1,2022,2,0,1,19,0,0.0,1,0,0,0,0,0.0,47.19,3677,6411,8598,71.39,1.0,9.76,15000,4.2,1.15,11971,0.7784,15380
2022-01-19,2,2022,2,0,1,19,0,0.0,1,0,0,0,0,0.0,48.53,1703,3109,4710,68.14,1.0,8.62,8000,3.5,1.08,5375,0.6574,8177
2022-01-19,3,2022,2,0,1,19,0,0.0,1,0,0,0,0,0.0,47.22,2398,4186,6144,64.37,1.0,9.93,10000,3.8,1.2,6988,0.6928,10087
2022-01-19,4,2022,2,0,1,19,0,0.0,1,0,0,0,0,0.0,52.35,2951,4971,6963,69.7,1.0,7.59,12000,4.5,1.12,9117,0.7018,12992
2022-01-19,5,2022,2,0,1,19,0,0.0,1,0,0,0,0,0.0,43.71,1815,3232,4875,61.77,1.0,7.34,9000,3.9,1.1,6618,0.7496,8830
2022-01-20,1,2022,3,0,1,20,0,0.0,1,0,0,0,0,0.0,47.87,3797,5530,8692,70.24,1.0,8.15,15000,4.2,1.15,12621,0.7658,16481
2022-01-20,2,2022,3,0,1,20,0,0.0,1,0,0,0,0,0.0,47.51,1890,3220,4592,66.18,1.0,8.86,8000,3.5,1.08,6757,0.7532,8971
2022-01-20,3,2022,3,0,1,20,0,0.0,1,0,0,0,0,0.0,45.03,2544,4698,6990,75.32,1.0,9.06,10000,3.8,1.2,8432,0.7075,11919
2022-01-20,4,2022,3,0,1,20,0,0.0,1,0,0,0,0,0.0,44.07,2898,5423,7419,66.79,1.0,9.96,12000,4.5,1.12,8893,0.6539,13600
2022-01-20,5,2022,3,0,1,20,0,0.0,1,0,0,0,0,0.0,43.58,2182,3724,5575,64.32,1.0,8.3,9000,3.9,1.1,7451,0.7746,9620
2022-01-21,1,2022,4,0,1,21,0,0.0,1,0,0,0,0,0.0,51.52,4587,8364,12759,79.15,1.0,7.36,15000,4.2,1.15,14713,0.693,21230
2022-01-21,2,2022,4,0,1,21,0,0.0,1,0,0,0,0,0.0,52.33,2423,4477,6385,77.61,1.0,7.78,8000,3.5,1.08,8001,0.7384,10837
2022-01-21,3,2022,4,0,1,21,0,0.0,1,0,0,0,0,0.0,43.8,2846,4090,7664,73.88,1.0,8.86,10000,3.8,1.2,10467,0.7695,13602
2022-01-21,4,2022,4,0,1,21,0,0.0,1,0,0,0,0,0.0,43.17,3827,5842,11465,80.28,1.0,9.94,12000,4.5,1.12,12773,0.6754,18913
2022-01-21,5,2022,4,0,1,21,0,0.0,1,0,0,0,0,0.0,50.24,2753,4355,6483,71.19,1.0,7.28,9000,3.9,1.1,8461,0.7244,11681
2022-01-22,1,2022,5,1,1,22,0,0.0,1,0,0,0,0,0.0,55.01,5593,9947,16450,81.08,1.15,8.45,15000,4.2,1.15,19937,0.7136,27939
2022-01-22,2,2022,5,1,1,22,0,0.0,1,0,0,0,0,0.0,42.1,3410,4712,8991,83.98,1.15,7.04,8000,3.5,1.08,11083,0.7125,15555
2022-01-22,3,2022,5,1,1,22,0,0.0,1,0,0,0,0,0.0,45.52,4151,7660,9937,85.88,1.15,8.67,10000,3.8,1.2,12465,0.6561,18999
2022-01-22,4,2022,5,1,1,22,0,0.0,1,0,0,0,0,0.0,52.8,5162,7787,12948,84.55,1.15,8.24,12000,4.5,1.12,14812,0.6655,22256
2022-01-22,5,2022,5,1,1,22,0,0.0,1,0,0,0,0,0.0,48.63,3312,5192,9568,85.2,1.15,8.31,9000,3.9,1.1,11701,0.7086,16513
2022-01-23,1,2022,6,1,1,23,0,0.0,1,0,0,0,0,0.0,42.57,7775,12450,17330,96.43,1.15,8.18,15000,4.2,1.15,24189,0.7166,33756
2022-01-23,2,2022,6,1,1,23,0,0.0,1,0,0,0,0,0.0,52.01,4176,7589,10060,96.52,1.15,8.89,8000,3.5,1.08,12588,0.6925,18179
2022-01-23,3,2022,6,1,1,23,0,0.0,1,0,0,0,0,0.0,47.62,4238,7979,11719,98.07,1.15,8.44,10000,3.8,1.2,13713,0.6505,21080
2022-01-23,4,2022,6,1,1,23,0,0.0,1,0,0,0,0,0.0,52.09,6294,9094,14530,96.22,1.15,9.15,12000,4.5,1.12,20271,0.7239,28002
2022-01-23,5,2022,6,1,1,23,0,0.0,1,0,0,0,0,0.0,39.62,4227,6673,10558,89.43,1.15,8.64,9000,3.9,1.1,12448,0.6504,19139
2022-01-24,1,2022,0,0,1,24,0,0.0,1,0,0,0,0,0.0,46.81,3296,5791,9741,65.94,1.0,7.8,15000,4.2,1.15,12196,0.7419,16441
2022-01-24,2,2022,0,0,1,24,0,0.0,1,0,0,0,0,0.0,40.72,1984,3054,4588,68.01,1.0,8.52,8000,3.5,1.08,5719,0.6603,8662
2022-01-24,3,2022,0,0,1,24,0,0.0,1,0,0,0,0,0.0,46.29,2637,4044,5655,66.27,1.0,8.51,10000,3.8,1.2,7566,0.6771,11174
2022-01-24,4,2022,0,0,1,24,0,0.0,1,0,0,0,0,0.0,44.94,2962,4643,7131,69.26,1.0,9.31,12000,4.5,1.12,9808,0.7741,12671
2022-01-24,5,2022,0,0,1,24,0,0.0,1,0,0,0,0,0.0,51.44,2116,3380,4632,68.63,1.0,9.21,9000,3.9,1.1,6873,0.7638,8999
2022-01-25,1,2022,1,0,1,25,0,0.0,1,0,0,0,0,0.0,48.29,3584,6304,8443,65.99,1.0,9.31,15000,4.2,1.15,10435,0.6554,15923
2022-01-25,2,2022,1,0,1,25,0,0.0,1,0,0,0,0,0.0,48.26,1864,2464,4385,72.49,1.0,8.32,8000,3.5,1.08,6243,0.7638,8175
2022-01-25,3,2022,1,0,1,25,0,0.0,1,0,0,0,0,0.0,49.54,2517,3490,5455,72.78,1.0,8.15,10000,3.8,1.2,7328,0.6844,10708
2022-01-25,4,2022,1,0,1,25,0,0.0,1,0,0,0,0,0.0,47.29,3080,5403,8228,74.29,1.0,10.0,12000,4.5,1.12,9367,0.694,13498
2022-01-25,5,2022,1,0,1,25,0,0.0,1,0,0,0,0,0.0,46.75,1871,2760,4566,65.19,1.0,8.85,9000,3.9,1.1,6574,0.764,8605
2022-01-26,1,2022,2,0,1,26,0,0.0,1,0,0,0,0,0.0,47.87,3365,4743,9576,66.95,1.0,8.65,15000,4.2,1.15,12050,0.7656,15739
2022-01-26,2,2022,2,0,1,26,0,0.0,1,0,0,0,0,0.0,42.34,1999,2709,4532,68.94,1.0,8.91,8000,3.5,1.08,6656,0.7668,8681
2022-01-26,3,2022,2,0,1,26,0,0.0,1,0,0,0,0,0.0,51.72,2695,4419,6686,70.71,1.0,9.46,10000,3.8,1.2,8689,0.7486,11607
2022-01-26,4,2022,2,0,1,26,0,0.0,1,0,0,0,0,0.0,42.47,2771,4852,7547,68.04,1.0,8.78,12000,4.5,1.12,9157,0.7184,12748
2022-01-26,5,2022,2,0,1,26,0,0.0,1,0,0,0,0,0.0,48.4,2056,2954,5307,65.25,1.0,8.87,9000,3.9,1.1,7201,0.7575,9507
2022-01-27,1,2022,3,0,1,27,0,0.0,1,0,0,0,0,0.0,46.56,3426,6091,9890,67.89,1.0,9.5,15000,4.2,1.15,11626,0.692,16802
2022-01-27,2,2022,3,0,1,27,0,0.0,1,0,0,0,0,0.0,48.6,1846,2980,4902,64.73,1.0,7.16,8000,3.5,1.08,5677,0.6894,8236
2022-01-27,3,2022,3,0,1,27,0,0.0,1,0,0,0,0,0.0,52.94,2106,3613,5772,64.92,1.0,8.4,10000,3.8,1.2,6643,0.6775,9805
2022-01-27,4,2022,3,0,1,27,0,0.0,1,0,0,0,0,0.0,50.14,2780,4166,6863,66.59,1.0,10.0,12000,4.5,1.12,9886,0.7428,13311
2022-01-27,5,2022,3,0,1,27,0,0.0,1,0,0,0,0,0.0,51.32,2102,3018,5345,68.65,1.0,9.17,9000,3.9,1.1,7653,0.7713,9922
2022-01-28,1,2022,4,0,1,28,0,0.0,1,0,0,0,1,0.0,46.93,4364,8147,11759,69.27,1.0,7.82,15000,4.2,1.15,14712,0.746,19722
2022-01-28,2,2022,4,0,1,28,0,0.0,1,0,0,0,1,0.0,51.06,2732,4548,6786,75.78,1.0,8.91,8000,3.5,1.08,9033,0.767,11778
2022-01-28,3,2022,4,0,1,28,0,0.0,1,0,0,0,1,0.0,55.06,3445,5004,8829,76.48,1.0,8.89,10000,3.8,1.2,11162,0.758,14726
2022-01-28,4,2022,4,0,1,28,0,0.0,1,0,0,0,1,0.0,43.0,3491,6744,9207,73.89,1.0,8.23,12000,4.5,1.12,12494,0.7493,16675
2022-01-28,5,2022,4,0,1,28,0,0.0,1,0,0,0,1,0.0,52.11,3029,4997,7010,75.7,1.0,9.44,9000,3.9,1.1,8874,0.6627,13391
2022-01-29,1,2022,5,1,1,29,0,0.0,1,0,0,0,1,0.0,44.86,6135,10688,15597,90.51,1.15,9.8,15000,4.2,1.15,23164,0.7732,29959
2022-01-29,2,2022,5,1,1,29,0,0.0,1,0,0,0,1,0.0,49.2,3323,4335,8059,84.49,1.15,7.37,8000,3.5,1.08,10434,0.7395,14110
2022-01-29,3,2022,5,1,1,29,0,0.0,1,0,0,0,1,0.0,42.96,4292,7033,10890,89.21,1.15,8.02,10000,3.8,1.2,13726,0.6692,20511
2022-01-29,4,2022,5,1,1,29,0,0.0,1,0,0,0,1,0.0,57.73,4624,7729,11753,88.94,1.15,9.29,12000,4.5,1.12,16218,0.7043,23026
2022-01-29,5,2022,5,1,1,29,0,0.0,1,0,0,0,1,0.0,50.52,3406,5968,7788,80.76,1.15,9.12,9000,3.9,1.1,11914,0.7688,15498
2022-01-30,1,2022,6,1,1,30,0,0.0,1,0,0,0,0,0.0,51.67,6962,10767,20500,95.29,1.15,9.56,15000,4.2,1.15,22029,0.6651,33120
2022-01-30,2,2022,6,1,1,30,0,0.0,1,0,0,0,0,0.0,46.17,3678,6730,9249,94.99,1.15,8.86,8000,3.5,1.08,12399,0.7554,16416
2022-01-30,3,2022,6,1,1,30,0,0.0,1,0,0,0,0,0.0,43.7,4650,8363,11634,91.14,1.15,7.84,10000,3.8,1.2,14732,0.734,20071
2022-01-30,4,2022,6,1,1,30,0,0.0,1,0,0,0,0,0.0,44.61,5833,10005,15755,89.39,1.15,7.93,12000,4.5,1.12,16731,0.6542,25577
2022-01-30,5,2022,6,1,1,30,0,0.0,1,0,0,0,0,0.0,48.47,3974,5439,9853,80.17,1.15,8.91,9000,3.9,1.1,11924,0.694,17182
2022-01-31,1,2022,0,0,1,31,0,0.0,1,0,0,0,0,0.0,50.94,3770,5938,10478,64.96,1.0,9.59,15000,4.2,1.15,13129,0.7453,17615
2022-01-31,2,2022,0,0,1,31,0,0.0,1,0,0,0,0,0.0,55.63,1592,3024,4146,65.51,1.0,8.92,8000,3.5,1.08,5191,0.68,7634
2022-01-31,3,2022,0,0,1,31,0,0.0,1,0,0,0,0,0.0,48.15,2433,4093,5940,68.02,1.0,8.27,10000,3.8,1.2,7085,0.6622,10700
2022-01-31,4,2022,0,0,1,31,0,0.0,1,0,0,0,0,0.0,55.08,2896,5035,7359,67.94,1.0,8.51,12000,4.5,1.12,9636,0.7689,12533
2022-01-31,5,2022,0,0,1,31,0,0.0,1,0,0,0,0,0.0,46.03,2085,3640,6265,67.63,1.0,9.3,9000,3.9,1.1,6958,0.6855,10151
2022-02-01,1,2022,1,0,2,32,0,0.0,1,0,0,0,0,0.0,56.03,2722,4645,6816,60.46,1.0,7.34,15000,4.2,1.15,8499,0.7471,11377
2022-02-01,2,2022,1,0,2,32,0,0.0,1,0,0,0,0,0.0,51.97,1456,2207,3812,64.44,1.0,7.91,8000,3.5,1.08,4949,0.6814,7264
